SNP,Chromosome,Position,WEIR_AND_COCKERHAM_FST
6_25920001,6,25920001,0.043082
6_25925001,6,25925001,0.043082
6_25995001,6,25995001,0.0241636
6_26000001,6,26000001,0.0241636
6_26005001,6,26005001,0.0241636
6_26010001,6,26010001,0.11381
6_26015001,6,26015001,0.201356
6_26020001,6,26020001,0.28094
6_26025001,6,26025001,-0.050821
6_26030001,6,26030001,0.0162522
6_26035001,6,26035001,0.0241636
6_26040001,6,26040001,0.20259
6_26050001,6,26050001,0.0635788
6_26055001,6,26055001,0.0635788
6_26060001,6,26060001,-0.0325359
6_26065001,6,26065001,0.0133887
6_26070001,6,26070001,0.10329
6_26075001,6,26075001,0.188928
6_26080001,6,26080001,0.086939
6_26085001,6,26085001,0.329851
6_26090001,6,26090001,0.0981535
6_26095001,6,26095001,0.0942638
6_26100001,6,26100001,0.0700707
6_26105001,6,26105001,0.0110729
6_26110001,6,26110001,0.138475
6_26120001,6,26120001,0.111761
6_26125001,6,26125001,0.181058
6_26145001,6,26145001,0.181058
6_26150001,6,26150001,0.181058
6_26155001,6,26155001,0.181058
6_26175001,6,26175001,-0.0325359
6_26180001,6,26180001,-0.0325359
6_26270001,6,26270001,0.110955
6_26275001,6,26275001,0.110955
6_26315001,6,26315001,0.367701
6_26365001,6,26365001,0.110955
6_26385001,6,26385001,0.512419
6_26390001,6,26390001,-0.0450252
6_26415001,6,26415001,-0.0450252
6_26420001,6,26420001,-0.0450252
6_26425001,6,26425001,0.512419
6_26460001,6,26460001,0.110955
6_26480001,6,26480001,0.367701
6_26485001,6,26485001,0.303514
6_26490001,6,26490001,0.328057
6_26510001,6,26510001,0.0108001
6_26515001,6,26515001,0.14079
6_26535001,6,26535001,0.238567
6_26545001,6,26545001,0.181058
6_26550001,6,26550001,0.181058
6_26555001,6,26555001,0.0742613
6_26560001,6,26560001,0.138022
6_26565001,6,26565001,0.275957
6_26570001,6,26570001,0.205108
6_26575001,6,26575001,0.11291
6_26580001,6,26580001,0.0845266
6_26585001,6,26585001,0.171506
6_26590001,6,26590001,0.0973354
6_26595001,6,26595001,0.0551455
6_26600001,6,26600001,0.0794249
6_26605001,6,26605001,0.0135633
6_26610001,6,26610001,0.0313023
6_26615001,6,26615001,0.0277515
6_26620001,6,26620001,0.0313023
6_26625001,6,26625001,0.0297441
6_26630001,6,26630001,0.0215209
6_26635001,6,26635001,-0.0262066
6_26640001,6,26640001,-0.0028963
6_26645001,6,26645001,0.21807
6_26650001,6,26650001,-0.0325359
6_26660001,6,26660001,-0.0485456
6_26665001,6,26665001,-0.0485456
6_26680001,6,26680001,-0.0485456
6_26685001,6,26685001,0.0916955
6_26710001,6,26710001,0.107225
6_26715001,6,26715001,0.136442
6_26720001,6,26720001,0.56286
6_26725001,6,26725001,0.415674
6_26730001,6,26730001,0.627913
6_26735001,6,26735001,0.013574
6_26740001,6,26740001,-0.00948091
6_26745001,6,26745001,-0.0325359
6_26750001,6,26750001,-0.0325359
6_26760001,6,26760001,0.013574
6_26765001,6,26765001,-0.00789096
6_26800001,6,26800001,0.166681
6_26805001,6,26805001,0.0467899
6_26810001,6,26810001,0.0996738
6_26815001,6,26815001,0.126837
6_26820001,6,26820001,0.180443
6_26825001,6,26825001,0.0666214
6_26830001,6,26830001,0.126837
6_26835001,6,26835001,0.0493511
6_26840001,6,26840001,-0.0435488
6_26845001,6,26845001,-0.050821
6_26855001,6,26855001,0.0952144
6_26860001,6,26860001,0.118726
6_26865001,6,26865001,0.0993382
6_26870001,6,26870001,0.181382
6_26875001,6,26875001,0.0742613
6_26885001,6,26885001,0.181058
6_26890001,6,26890001,0.0651188
6_26895001,6,26895001,0.21875
6_26900001,6,26900001,0.181058
6_26910001,6,26910001,0.181058
6_26915001,6,26915001,0.232206
6_26925001,6,26925001,0.181058
6_26935001,6,26935001,0.0300668
6_26940001,6,26940001,-0.050821
6_26945001,6,26945001,-0.0485456
6_26950001,6,26950001,0.212669
6_26955001,6,26955001,0.122125
6_26965001,6,26965001,-0.0241735
6_26970001,6,26970001,0.0194998
6_26975001,6,26975001,-0.105263
6_26980001,6,26980001,0.181058
6_26985001,6,26985001,0.181058
6_26990001,6,26990001,0.181058
6_26995001,6,26995001,0.181058
6_27000001,6,27000001,0.181058
6_27005001,6,27005001,0.181058
6_27010001,6,27010001,0.181058
6_27020001,6,27020001,0.104365
6_27025001,6,27025001,0.104365
6_27030001,6,27030001,0.104365
6_27035001,6,27035001,0.104365
6_27040001,6,27040001,0.104365
6_27045001,6,27045001,0.104365
6_27050001,6,27050001,0.104365
6_27055001,6,27055001,0.181058
6_27060001,6,27060001,0.181058
6_27065001,6,27065001,0.218387
6_27070001,6,27070001,0.181058
6_27075001,6,27075001,0.181058
6_27080001,6,27080001,0.108805
6_27085001,6,27085001,0.00494871
6_27090001,6,27090001,0.145837
6_27095001,6,27095001,0.0930036
6_27100001,6,27100001,0.0599413
6_27105001,6,27105001,0.0195689
6_27110001,6,27110001,0.144188
6_27115001,6,27115001,0.0599547
6_27120001,6,27120001,0.0402149
6_27125001,6,27125001,0.0635788
6_27130001,6,27130001,-0.0157196
6_27135001,6,27135001,0.0608235
6_27140001,6,27140001,0.181058
6_27145001,6,27145001,0.526062
6_27150001,6,27150001,0.312045
6_27155001,6,27155001,0.181058
6_27160001,6,27160001,-0.050821
6_27165001,6,27165001,0.181058
6_27170001,6,27170001,0.35356
6_27185001,6,27185001,0.122319
6_27190001,6,27190001,0.0496944
6_27195001,6,27195001,0.0487531
6_27200001,6,27200001,0.0395276
6_27205001,6,27205001,-0.00449989
6_27210001,6,27210001,0.063652
6_27215001,6,27215001,0.181058
6_27220001,6,27220001,0.181058
6_27225001,6,27225001,0.181058
6_27230001,6,27230001,0.181058
6_27245001,6,27245001,0.333663
6_27250001,6,27250001,0.510874
6_27255001,6,27255001,0.134323
6_27265001,6,27265001,-0.050821
6_27270001,6,27270001,0.181058
6_27275001,6,27275001,0.233816
6_27285001,6,27285001,0.0586879
6_27290001,6,27290001,0.105835
6_27295001,6,27295001,0.181058
6_27300001,6,27300001,0.181058
6_27305001,6,27305001,-0.050821
6_27310001,6,27310001,0.0651188
6_27315001,6,27315001,0.181058
6_27320001,6,27320001,0.181058
6_27325001,6,27325001,0.181058
6_27330001,6,27330001,0.132307
6_27335001,6,27335001,-0.0139485
6_27340001,6,27340001,-0.0139485
6_27345001,6,27345001,0.181058
6_27350001,6,27350001,0.181058
6_27355001,6,27355001,0.181058
6_27360001,6,27360001,0.181058
6_27365001,6,27365001,0.181058
6_27370001,6,27370001,0.181058
6_27375001,6,27375001,0.181058
6_27380001,6,27380001,0.270631
6_27385001,6,27385001,0.181058
6_27390001,6,27390001,0.181058
6_27395001,6,27395001,0.27438
6_27400001,6,27400001,0.181058
6_27405001,6,27405001,0.0773205
6_27410001,6,27410001,0.228233
6_27415001,6,27415001,0.146564
6_27420001,6,27420001,0.181058
6_27425001,6,27425001,0.181058
6_27430001,6,27430001,0.181058
6_27435001,6,27435001,0.181058
6_27440001,6,27440001,0.181058
6_27445001,6,27445001,0.181058
6_27450001,6,27450001,0.181058
6_27455001,6,27455001,-0.050821
6_27465001,6,27465001,0.181058
6_27470001,6,27470001,0.305487
6_27490001,6,27490001,0.181058
6_27495001,6,27495001,0.181058
6_27500001,6,27500001,0.0496493
6_27505001,6,27505001,0.163967
6_27515001,6,27515001,0.181058
6_27520001,6,27520001,0.181058
6_27525001,6,27525001,0.181058
6_27530001,6,27530001,0.181058
6_27535001,6,27535001,0.154646
6_27540001,6,27540001,-0.0584083
6_27545001,6,27545001,-0.0584083
6_27550001,6,27550001,-0.0593308
6_27555001,6,27555001,0.126323
6_27560001,6,27560001,0.181058
6_27565001,6,27565001,0.018176
6_27570001,6,27570001,0.0351174
6_27575001,6,27575001,0.00397895
6_27580001,6,27580001,0.241695
6_27585001,6,27585001,0.152992
6_27590001,6,27590001,0.0209781
6_27595001,6,27595001,0.126441
6_27600001,6,27600001,0.161114
6_27605001,6,27605001,0.118343
6_27610001,6,27610001,-0.0368941
6_27615001,6,27615001,0.181058
6_27625001,6,27625001,0.181058
6_27630001,6,27630001,0.0506817
6_27635001,6,27635001,0.0552063
6_27640001,6,27640001,0.181058
6_27650001,6,27650001,0.181058
6_27655001,6,27655001,0.181058
6_27660001,6,27660001,0.181058
6_27665001,6,27665001,0.181058
6_27670001,6,27670001,0.181058
6_27675001,6,27675001,0.149701
6_27680001,6,27680001,0.118343
6_27685001,6,27685001,0.181058
6_27690001,6,27690001,0.0599413
6_27695001,6,27695001,0.136785
6_27700001,6,27700001,0.11588
6_27705001,6,27705001,-0.0611759
6_27715001,6,27715001,-0.050821
6_27720001,6,27720001,-0.050821
6_27725001,6,27725001,0.0208627
6_27730001,6,27730001,-0.050821
6_27735001,6,27735001,0.103765
6_27740001,6,27740001,0.181058
6_27745001,6,27745001,0.181058
6_27750001,6,27750001,0.0419308
6_27755001,6,27755001,-0.0462497
6_27760001,6,27760001,-0.050821
6_27765001,6,27765001,-0.050821
6_27770001,6,27770001,-0.00444506
6_27775001,6,27775001,-0.050821
6_27780001,6,27780001,0.0264722
6_27785001,6,27785001,0.181058
6_27790001,6,27790001,0.170622
6_27795001,6,27795001,0.029906
6_27800001,6,27800001,0.0722654
6_27805001,6,27805001,0.181058
6_27810001,6,27810001,0.181058
6_27820001,6,27820001,0.181058
6_27825001,6,27825001,0.181058
6_27830001,6,27830001,0.181058
6_27835001,6,27835001,0.181058
6_27840001,6,27840001,0.181058
6_27845001,6,27845001,0.134683
6_27850001,6,27850001,-0.050821
6_27855001,6,27855001,0.181058
6_27860001,6,27860001,0.181058
6_27865001,6,27865001,0.181058
6_27880001,6,27880001,0.0264722
6_27885001,6,27885001,0.181058
6_27890001,6,27890001,0.181058
6_27895001,6,27895001,0.450724
6_27925001,6,27925001,0.196537
6_27930001,6,27930001,0.367701
6_27935001,6,27935001,0.043082
6_27940001,6,27940001,0.0241636
6_27945001,6,27945001,0.0241636
6_27950001,6,27950001,-0.00311296
6_27955001,6,27955001,0.181058
6_27965001,6,27965001,0.200898
6_27970001,6,27970001,0.314058
6_27975001,6,27975001,0.384035
6_27980001,6,27980001,0.181058
6_27985001,6,27985001,0.181058
6_27990001,6,27990001,0.181058
6_27995001,6,27995001,0.0651188
6_28000001,6,28000001,-0.050821
6_28005001,6,28005001,0.181058
6_28010001,6,28010001,0.181058
6_28025001,6,28025001,0.0651188
6_28030001,6,28030001,0.181058
6_28035001,6,28035001,0.346739
6_28040001,6,28040001,0.0899437
6_28045001,6,28045001,0.266752
6_28050001,6,28050001,0.181058
6_28055001,6,28055001,0.181058
6_28065001,6,28065001,0.181058
6_28070001,6,28070001,0.218387
6_28075001,6,28075001,0.246462
6_28080001,6,28080001,0.181058
6_28090001,6,28090001,0.181058
6_28095001,6,28095001,0.0386623
6_28100001,6,28100001,0.181058
6_28105001,6,28105001,0.181058
6_28115001,6,28115001,0.181058
6_28120001,6,28120001,0.181058
6_28130001,6,28130001,0.181058
6_28140001,6,28140001,0.181058
6_28145001,6,28145001,0.181058
6_28160001,6,28160001,0.181058
6_28165001,6,28165001,0.0658655
6_28170001,6,28170001,0.104263
6_28175001,6,28175001,-0.0119255
6_28180001,6,28180001,0.0333184
6_28185001,6,28185001,0.0443845
6_28190001,6,28190001,0.0658655
6_28195001,6,28195001,0.0966687
6_28200001,6,28200001,-0.0325359
6_28205001,6,28205001,0.181058
6_28210001,6,28210001,0.181058
6_28215001,6,28215001,0.181058
6_28220001,6,28220001,0.181058
6_28225001,6,28225001,0.181058
6_28230001,6,28230001,0.181058
6_28235001,6,28235001,0.181058
6_28245001,6,28245001,0.0372715
6_28250001,6,28250001,0.181058
6_28255001,6,28255001,0.134496
6_28260001,6,28260001,0.0996738
6_28265001,6,28265001,0.181058
6_28270001,6,28270001,0.181058
6_28275001,6,28275001,0.0390267
6_28280001,6,28280001,0.0352653
6_28285001,6,28285001,0.181058
6_28290001,6,28290001,0.181058
6_28295001,6,28295001,0.0651188
6_28305001,6,28305001,0.181058
6_28310001,6,28310001,-0.0423108
6_28315001,6,28315001,0.0930036
6_28320001,6,28320001,0.181058
6_28330001,6,28330001,0.181058
6_28335001,6,28335001,0.241708
6_28340001,6,28340001,0.249122
6_28355001,6,28355001,0.181058
6_28360001,6,28360001,0.043082
6_28365001,6,28365001,0.043082
6_28370001,6,28370001,0.043082
6_28380001,6,28380001,0.181058
6_28400001,6,28400001,0.0504182
6_28405001,6,28405001,0.0564825
6_28410001,6,28410001,0.0222749
6_28415001,6,28415001,0.00166344
6_28420001,6,28420001,0.00166344
6_28425001,6,28425001,0.0154794
6_28430001,6,28430001,0.00494871
6_28435001,6,28435001,0.030938
6_28440001,6,28440001,0.0569272
6_28445001,6,28445001,0.0179433
6_28450001,6,28450001,0.0157044
6_28455001,6,28455001,-0.00490709
6_28460001,6,28460001,0.181058
6_28465001,6,28465001,0.196653
6_28470001,6,28470001,0.128193
6_28475001,6,28475001,0.237253
6_28480001,6,28480001,0.376484
6_28485001,6,28485001,0.032945
6_28490001,6,28490001,0.125868
6_28495001,6,28495001,0.0775761
6_28500001,6,28500001,0.0775761
6_28505001,6,28505001,0.0909148
6_28510001,6,28510001,0.043082
6_28515001,6,28515001,0.043082
6_28520001,6,28520001,0.266797
6_28525001,6,28525001,0.259494
6_28530001,6,28530001,0.043082
6_28535001,6,28535001,0.043082
6_28540001,6,28540001,0.043082
6_28545001,6,28545001,0.043082
6_28550001,6,28550001,0.146321
6_28555001,6,28555001,0.0630275
6_28560001,6,28560001,0.0882027
6_28565001,6,28565001,0.043082
6_28570001,6,28570001,0.043082
6_28575001,6,28575001,0.181058
6_28580001,6,28580001,0.181058
6_28600001,6,28600001,0.0635788
6_28605001,6,28605001,-0.00917227
6_28610001,6,28610001,0.0261625
6_28615001,6,28615001,0.0201976
6_28630001,6,28630001,-0.050821
6_28660001,6,28660001,0.181058
6_28665001,6,28665001,0.181058
6_28670001,6,28670001,0.181058
6_28675001,6,28675001,0.181058
6_28685001,6,28685001,-0.0325359
6_28690001,6,28690001,-0.0325359
6_28695001,6,28695001,-0.0325359
6_28700001,6,28700001,-0.0325359
6_28705001,6,28705001,0.0529019
6_28710001,6,28710001,-0.0325359
6_28715001,6,28715001,-0.0325359
6_28720001,6,28720001,-0.0325359
6_28725001,6,28725001,-0.0232422
6_28730001,6,28730001,-0.0323847
6_28735001,6,28735001,-0.027889
6_28740001,6,28740001,-0.0325359
6_28745001,6,28745001,0.120283
6_28750001,6,28750001,-0.057478
6_28755001,6,28755001,0.219678
6_28760001,6,28760001,0.122451
6_28765001,6,28765001,0.122451
6_28775001,6,28775001,-0.0773531
6_28780001,6,28780001,0.0638898
6_28785001,6,28785001,0.0518527
6_28800001,6,28800001,0.181058
6_28825001,6,28825001,0.0635788
6_28835001,6,28835001,-0.0368941
6_28840001,6,28840001,0.0175941
6_28845001,6,28845001,-0.0368941
6_28850001,6,28850001,-0.0325359
6_28855001,6,28855001,0.20259
6_28860001,6,28860001,-0.050821
6_28865001,6,28865001,-0.050821
6_28870001,6,28870001,0.167837
6_28875001,6,28875001,0.0656456
6_28880001,6,28880001,0.0734769
6_28885001,6,28885001,0.0272362
6_28890001,6,28890001,0.292266
6_28895001,6,28895001,0.186954
6_28900001,6,28900001,0.248769
6_28905001,6,28905001,0.248769
6_28910001,6,28910001,0.252651
6_28915001,6,28915001,0.252651
6_28920001,6,28920001,0.179862
6_28925001,6,28925001,0.248769
6_28930001,6,28930001,0.328386
6_28935001,6,28935001,0.321896
6_28940001,6,28940001,0.228267
6_28945001,6,28945001,0.220737
6_28950001,6,28950001,-0.0325359
6_28955001,6,28955001,-0.0325359
6_28960001,6,28960001,0.0948246
6_28965001,6,28965001,-0.025039
6_28970001,6,28970001,-0.0325359
6_28975001,6,28975001,-0.0325359
6_28980001,6,28980001,-0.0325359
6_28985001,6,28985001,-0.0325359
6_28990001,6,28990001,-0.0325359
6_28995001,6,28995001,-0.0325359
6_29000001,6,29000001,-0.0325359
6_29010001,6,29010001,0.393646
6_29015001,6,29015001,0.00526954
6_29020001,6,29020001,0.373736
6_29025001,6,29025001,0.233939
6_29055001,6,29055001,0.0658655
6_29060001,6,29060001,0.38218
6_29070001,6,29070001,0.0208627
6_29075001,6,29075001,-0.0325359
6_29080001,6,29080001,0.0130288
6_29085001,6,29085001,0.0789082
6_29135001,6,29135001,0.181058
6_29140001,6,29140001,0.181058
6_29145001,6,29145001,0.0188041
6_29150001,6,29150001,0.0884292
6_29155001,6,29155001,0.0884292
6_29160001,6,29160001,0.0884292
6_29165001,6,29165001,0.0884292
6_29170001,6,29170001,0.0884292
6_29175001,6,29175001,0.0884292
6_29180001,6,29180001,-0.0438575
6_29185001,6,29185001,0.159411
6_29190001,6,29190001,-0.0400166
6_29195001,6,29195001,-0.050821
6_29200001,6,29200001,-0.050821
6_29205001,6,29205001,-0.050821
6_29210001,6,29210001,-0.0334446
6_29215001,6,29215001,0.00188309
6_29220001,6,29220001,0.0306247
6_29225001,6,29225001,0.0554652
6_29230001,6,29230001,0.245561
6_29235001,6,29235001,0.0241636
6_29240001,6,29240001,-0.050821
6_29255001,6,29255001,0.307969
6_29260001,6,29260001,0.221326
6_29265001,6,29265001,0.181058
6_29280001,6,29280001,0.00494871
6_29285001,6,29285001,0.00494871
6_29300001,6,29300001,0.181058
6_29305001,6,29305001,0.181058
6_29320001,6,29320001,-0.050821
6_29340001,6,29340001,0.367701
6_29350001,6,29350001,0.0642339
6_29355001,6,29355001,-0.0365134
6_29360001,6,29360001,0.143777
6_29365001,6,29365001,-0.0522594
6_29370001,6,29370001,0.0349454
6_29375001,6,29375001,-0.0190495
6_29380001,6,29380001,-0.0264334
6_29385001,6,29385001,0.0647497
6_29390001,6,29390001,0.0424082
6_29395001,6,29395001,0.0313728
6_29400001,6,29400001,0.0520131
6_29405001,6,29405001,0.0482296
6_29410001,6,29410001,0.114059
6_29415001,6,29415001,0.305736
6_29420001,6,29420001,0.38266
6_29425001,6,29425001,0.246119
6_29430001,6,29430001,0.334338
6_29435001,6,29435001,0.410978
6_29440001,6,29440001,-0.0244901
6_29445001,6,29445001,0.181058
6_29450001,6,29450001,0.181058
6_29455001,6,29455001,0.334338
6_29460001,6,29460001,0.487618
6_29465001,6,29465001,0.487618
6_29490001,6,29490001,-0.0139485
6_29495001,6,29495001,0.181058
6_29500001,6,29500001,0.449947
6_29505001,6,29505001,0.136517
6_29510001,6,29510001,0.229926
6_29520001,6,29520001,0.367701
6_29535001,6,29535001,0.512419
6_29540001,6,29540001,0.181058
6_29545001,6,29545001,0.218387
6_29550001,6,29550001,0.18016
6_29555001,6,29555001,-0.0143912
6_29560001,6,29560001,0.181058
6_29580001,6,29580001,0.396608
6_29585001,6,29585001,0.200328
6_29590001,6,29590001,0.24237
6_29595001,6,29595001,0.353498
6_29600001,6,29600001,0.163133
6_29605001,6,29605001,0.102537
6_29610001,6,29610001,0.292735
6_29615001,6,29615001,0.0548745
6_29620001,6,29620001,0.0599413
6_29625001,6,29625001,0.00494871
6_29630001,6,29630001,0.181058
6_29635001,6,29635001,0.181058
6_29650001,6,29650001,0.133561
6_29655001,6,29655001,0.124435
6_29660001,6,29660001,0.133561
6_29665001,6,29665001,0.15731
6_29675001,6,29675001,0.133561
6_29680001,6,29680001,0.0940418
6_29690001,6,29690001,0.0720822
6_29695001,6,29695001,0.181058
6_29700001,6,29700001,0.181058
6_29705001,6,29705001,0.181058
6_29720001,6,29720001,0.181058
6_29725001,6,29725001,0.181058
6_29730001,6,29730001,0.00287266
6_29735001,6,29735001,0.123089
6_29740001,6,29740001,0.0023222
6_29745001,6,29745001,-0.0374152
6_29750001,6,29750001,-0.0232355
6_29755001,6,29755001,-0.0325359
6_29760001,6,29760001,0.0279963
6_29765001,6,29765001,0.0293726
6_29770001,6,29770001,0.145615
6_29775001,6,29775001,0.367701
6_29780001,6,29780001,0.181058
6_29790001,6,29790001,-0.050821
6_29800001,6,29800001,0.181058
6_29810001,6,29810001,0.181058
6_29815001,6,29815001,0.181058
6_29820001,6,29820001,0.103765
6_29825001,6,29825001,0.181058
6_29830001,6,29830001,0.134744
6_29835001,6,29835001,0.0884292
6_29840001,6,29840001,0.100314
6_29845001,6,29845001,0.0973897
6_29850001,6,29850001,0.181058
6_29870001,6,29870001,0.181058
6_29875001,6,29875001,0.181058
6_29880001,6,29880001,0.442113
6_29885001,6,29885001,0.181058
6_29890001,6,29890001,0.181058
6_29895001,6,29895001,0.181058
6_29905001,6,29905001,0.145435
6_29910001,6,29910001,0.133561
6_29915001,6,29915001,0.247027
6_29920001,6,29920001,0.151682
6_29925001,6,29925001,0.0901295
6_29930001,6,29930001,0.448926
6_29935001,6,29935001,0.107469
6_29940001,6,29940001,0.0787882
6_29945001,6,29945001,0.185624
6_29950001,6,29950001,0.213066
6_29955001,6,29955001,0.359213
6_29960001,6,29960001,0.0635788
6_29965001,6,29965001,0.0718216
6_29970001,6,29970001,0.0649298
6_29975001,6,29975001,-0.0119732
6_29980001,6,29980001,0.0937187
6_29985001,6,29985001,0.0646055
6_29990001,6,29990001,0.117653
6_29995001,6,29995001,0.117653
6_30000001,6,30000001,0.135677
6_30005001,6,30005001,0.181058
6_30010001,6,30010001,0.367701
6_30015001,6,30015001,0.367701
6_30035001,6,30035001,0.0635788
6_30040001,6,30040001,0.0635788
6_30045001,6,30045001,0.0406989
6_30050001,6,30050001,0.0635788
6_30055001,6,30055001,0.0635788
6_30060001,6,30060001,0.0635788
6_30065001,6,30065001,0.0635788
6_30070001,6,30070001,0.0635788
6_30075001,6,30075001,0.04338
6_30080001,6,30080001,0.0635788
6_30085001,6,30085001,0.0635788
6_30090001,6,30090001,0.181058
6_30095001,6,30095001,0.181058
6_30100001,6,30100001,0.181058
6_30105001,6,30105001,0.181058
6_30110001,6,30110001,0.181058
6_30115001,6,30115001,0.181058
6_30120001,6,30120001,-0.050821
6_30125001,6,30125001,0.181058
6_30130001,6,30130001,0.385432
6_30135001,6,30135001,0.487618
6_30140001,6,30140001,0.487618
6_30145001,6,30145001,0.103765
6_30150001,6,30150001,0.305487
6_30155001,6,30155001,0.181058
6_30160001,6,30160001,0.133561
6_30165001,6,30165001,0.302984
6_30170001,6,30170001,0.260629
6_30175001,6,30175001,0.222075
6_30180001,6,30180001,0.133561
6_30185001,6,30185001,0.133561
6_30190001,6,30190001,0.133561
6_30195001,6,30195001,0.0792253
6_30200001,6,30200001,0.133561
6_30205001,6,30205001,0.133561
6_30210001,6,30210001,0.181058
6_30215001,6,30215001,0.043082
6_30220001,6,30220001,0.135066
6_30225001,6,30225001,0.181058
6_30240001,6,30240001,0.0890742
6_30245001,6,30245001,0.043082
6_30250001,6,30250001,0.043082
6_30255001,6,30255001,0.135066
6_30260001,6,30260001,0.181058
6_30265001,6,30265001,0.181058
6_30270001,6,30270001,0.181058
6_30275001,6,30275001,0.181058
6_30285001,6,30285001,0.126802
6_30290001,6,30290001,0.181058
6_30295001,6,30295001,0.181058
6_30300001,6,30300001,0.181058
6_30305001,6,30305001,0.122319
6_30310001,6,30310001,0.0635788
6_30315001,6,30315001,0.181058
6_30325001,6,30325001,0.181058
6_30335001,6,30335001,0.181058
6_30340001,6,30340001,-0.0104221
6_30345001,6,30345001,0.1644
6_30350001,6,30350001,0.00494871
6_30355001,6,30355001,-0.00227808
6_30360001,6,30360001,0.181058
6_30365001,6,30365001,0.181058
6_30370001,6,30370001,0.181058
6_30375001,6,30375001,0.181058
6_30380001,6,30380001,0.334338
6_30385001,6,30385001,0.487618
6_30390001,6,30390001,-0.00576429
6_30395001,6,30395001,0.00494871
6_30410001,6,30410001,0.103765
6_30415001,6,30415001,0.0426532
6_30420001,6,30420001,0.119563
6_30425001,6,30425001,0.0651188
6_30430001,6,30430001,0.181058
6_30435001,6,30435001,-0.00227808
6_30440001,6,30440001,0.181058
6_30445001,6,30445001,0.00494871
6_30450001,6,30450001,0.181058
6_30455001,6,30455001,0.181058
6_30460001,6,30460001,0.181058
6_30465001,6,30465001,0.0884292
6_30475001,6,30475001,0.181058
6_30480001,6,30480001,0.219204
6_30485001,6,30485001,0.186488
6_30490001,6,30490001,0.312282
6_30495001,6,30495001,0.181058
6_30500001,6,30500001,0.181058
6_30505001,6,30505001,0.181058
6_30510001,6,30510001,0.181058
6_30515001,6,30515001,0.181058
6_30520001,6,30520001,0.181058
6_30525001,6,30525001,0.134696
6_30530001,6,30530001,0.181058
6_30535001,6,30535001,0.0651188
6_30540001,6,30540001,0.0264722
6_30545001,6,30545001,0.181058
6_30560001,6,30560001,0.181058
6_30565001,6,30565001,-0.0139485
6_30575001,6,30575001,0.367701
6_30580001,6,30580001,0.181058
6_30585001,6,30585001,0.181058
6_30590001,6,30590001,0.181058
6_30595001,6,30595001,0.512526
6_30600001,6,30600001,0.487618
6_30605001,6,30605001,0.181058
6_30610001,6,30610001,-0.00607549
6_30615001,6,30615001,-0.0325359
6_30620001,6,30620001,-0.0325359
6_30625001,6,30625001,0.108494
6_30630001,6,30630001,-0.0325359
6_30635001,6,30635001,-0.0325359
6_30640001,6,30640001,-0.0325359
6_30645001,6,30645001,0.00931137
6_30650001,6,30650001,-0.0325359
6_30655001,6,30655001,0.0208627
6_30660001,6,30660001,0.00756809
6_30665001,6,30665001,0.0947491
6_30670001,6,30670001,-0.0336254
6_30675001,6,30675001,0.180555
6_30680001,6,30680001,0.340499
6_30685001,6,30685001,0.313852
6_30690001,6,30690001,0.380674
6_30695001,6,30695001,0.181058
6_30700001,6,30700001,0.181058
6_30705001,6,30705001,0.169172
6_30710001,6,30710001,0.487618
6_30715001,6,30715001,0.0651188
6_30720001,6,30720001,0.181058
6_30725001,6,30725001,0.0579806
6_30735001,6,30735001,0.181058
6_30740001,6,30740001,-0.0461787
6_30745001,6,30745001,0.322973
6_30750001,6,30750001,0.412441
6_30755001,6,30755001,0.42497
6_30760001,6,30760001,0.174628
6_30765001,6,30765001,0.181058
6_30770001,6,30770001,0.181058
6_30780001,6,30780001,0.181058
6_30785001,6,30785001,0.181058
6_30790001,6,30790001,0.181058
6_30795001,6,30795001,0.181058
6_30800001,6,30800001,0.181058
6_30805001,6,30805001,0.0437042
6_30810001,6,30810001,0.0894889
6_30815001,6,30815001,0.181058
6_30820001,6,30820001,0.181058
6_30825001,6,30825001,0.181058
6_30830001,6,30830001,0.181058
6_30835001,6,30835001,0.15731
6_30840001,6,30840001,0.0720822
6_30845001,6,30845001,-0.0100216
6_30850001,6,30850001,0.181058
6_30855001,6,30855001,0.15393
6_30860001,6,30860001,0.0528256
6_30865001,6,30865001,0.165275
6_30870001,6,30870001,0.115796
6_30875001,6,30875001,0.0814255
6_30880001,6,30880001,0.108134
6_30885001,6,30885001,0.049559
6_30890001,6,30890001,0.116617
6_30895001,6,30895001,0.181058
6_30900001,6,30900001,0.181058
6_30905001,6,30905001,0.133561
6_30910001,6,30910001,0.133561
6_30925001,6,30925001,0.0651188
6_30930001,6,30930001,0.128282
6_30935001,6,30935001,0.0293538
6_30940001,6,30940001,0.181058
6_30945001,6,30945001,0.181058
6_30950001,6,30950001,0.181058
6_30960001,6,30960001,0.181058
6_30965001,6,30965001,0.181058
6_30970001,6,30970001,0.456265
6_30975001,6,30975001,0.356769
6_30980001,6,30980001,0.0386623
6_30985001,6,30985001,0.0720822
6_30990001,6,30990001,0.217512
6_30995001,6,30995001,0.0761755
6_31000001,6,31000001,0.0323164
6_31005001,6,31005001,0.174873
6_31010001,6,31010001,0.275634
6_31015001,6,31015001,0.181058
6_31020001,6,31020001,0.181058
6_31025001,6,31025001,0.181058
6_31030001,6,31030001,0.0264722
6_31040001,6,31040001,-0.0585522
6_31045001,6,31045001,0.181058
6_31050001,6,31050001,0.181058
